id_klienta,wiek,zawod,stan_cywilny,wyksztalcenie,debet,hipoteka,pozyczka,liczba_kontaktow,przerwa,poprzednie,poprzedni_wynik,zmiennosc_zatrudnienia,CPI,CCI,EURIBOR3M,wskaznik_zatrudnienia
38241,46,management,married,basic.9y,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38242,40,management,married,university.degree,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38243,56,management,married,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
38244,32,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38245,47,blue-collar,married,basic.4y,unknown,yes,yes,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38246,54,blue-collar,married,basic.9y,no,no,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
38247,44,admin.,divorced,university.degree,no,no,no,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
38248,37,unemployed,single,university.degree,no,yes,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
38249,35,blue-collar,married,basic.4y,unknown,no,no,14,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38250,35,blue-collar,divorced,high.school,no,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
38251,43,technician,married,professional.course,no,no,yes,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38252,34,unemployed,single,university.degree,no,no,no,1,999,0,nonexistent,-1.7,94.055,-39.8,0.761,4991.6
38253,40,management,married,university.degree,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
38254,37,entrepreneur,married,high.school,unknown,no,no,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8
38255,57,management,married,university.degree,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38256,39,technician,married,university.degree,no,no,no,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38257,54,housemaid,divorced,basic.4y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38258,36,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
38259,69,retired,married,university.degree,no,yes,no,8,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5
38260,36,unemployed,divorced,high.school,no,yes,yes,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8
38261,32,services,married,high.school,no,no,no,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
38262,39,services,married,basic.6y,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
38263,30,student,single,unknown,unknown,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
38264,35,technician,divorced,university.degree,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
38265,52,blue-collar,married,unknown,no,no,yes,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38266,55,management,married,basic.9y,no,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38267,59,management,married,university.degree,no,no,yes,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38268,53,housemaid,married,basic.4y,no,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38269,36,blue-collar,married,basic.9y,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
38270,50,technician,divorced,basic.9y,no,yes,no,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
38271,44,technician,divorced,professional.course,unknown,yes,yes,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38272,38,technician,married,professional.course,no,no,no,24,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
38273,66,retired,married,basic.6y,no,yes,no,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2
38274,35,admin.,married,university.degree,no,yes,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
38275,34,admin.,married,high.school,no,no,yes,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
38276,40,services,married,basic.6y,unknown,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38277,50,self-employed,divorced,university.degree,unknown,yes,no,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38278,37,blue-collar,married,basic.9y,no,yes,no,2,1,1,success,-1.8,92.893,-46.2,1.27,5099.1
38279,41,blue-collar,married,basic.9y,no,no,no,1,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1
38280,45,admin.,married,university.degree,unknown,no,yes,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38281,31,self-employed,single,high.school,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38282,30,blue-collar,married,basic.4y,no,yes,no,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38283,43,admin.,married,high.school,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
38284,36,blue-collar,married,basic.9y,unknown,no,no,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38285,52,services,married,professional.course,no,no,yes,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38286,37,blue-collar,married,basic.4y,unknown,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38287,52,technician,single,basic.4y,unknown,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
38288,31,blue-collar,single,basic.4y,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38289,53,housemaid,married,basic.4y,no,yes,no,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2
38290,41,blue-collar,married,basic.4y,unknown,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38291,34,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38292,34,blue-collar,married,basic.6y,unknown,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
38293,53,admin.,single,high.school,no,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1
38294,33,technician,married,professional.course,no,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38295,80,retired,divorced,basic.4y,no,yes,no,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7
38296,45,management,married,university.degree,unknown,yes,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
38297,29,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
38298,47,blue-collar,divorced,basic.4y,no,no,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38299,48,admin.,married,university.degree,no,yes,no,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8
38300,40,technician,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
38301,23,student,single,university.degree,no,yes,no,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5
38302,44,technician,married,professional.course,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
38303,45,technician,single,professional.course,no,unknown,unknown,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38304,59,retired,married,basic.9y,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38305,45,admin.,single,high.school,no,yes,no,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
38306,43,unknown,married,high.school,unknown,yes,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38307,30,admin.,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38308,37,services,married,basic.9y,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
38309,43,services,married,professional.course,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1
38310,32,blue-collar,divorced,basic.4y,no,no,no,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38311,30,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
38312,27,services,single,high.school,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38313,40,admin.,married,basic.9y,no,yes,yes,2,10,1,success,-1.8,92.893,-46.2,1.327,5099.1
38314,30,technician,single,professional.course,no,yes,no,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38315,48,blue-collar,married,basic.4y,no,no,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
38316,27,services,single,high.school,no,yes,yes,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
38317,46,blue-collar,married,unknown,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38318,38,entrepreneur,married,university.degree,no,yes,no,1,16,1,success,-1.7,94.027,-38.3,0.898,4991.6
38319,41,admin.,single,professional.course,no,yes,yes,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38320,38,services,married,high.school,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
38321,47,services,divorced,high.school,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
38322,37,self-employed,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38323,25,blue-collar,single,basic.9y,no,yes,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38324,47,services,married,high.school,unknown,yes,yes,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
38325,46,blue-collar,single,university.degree,no,no,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38326,35,admin.,single,professional.course,unknown,yes,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38327,39,blue-collar,married,basic.6y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
38328,58,retired,married,high.school,no,yes,no,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38329,44,technician,married,professional.course,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
38330,29,admin.,single,university.degree,no,no,no,6,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
38331,30,unemployed,single,basic.9y,no,yes,no,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5
38332,40,management,married,unknown,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
38333,49,technician,divorced,high.school,no,yes,no,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38334,38,blue-collar,divorced,high.school,no,yes,no,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
38335,32,services,married,professional.course,no,no,no,6,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2
38336,28,services,single,high.school,no,no,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38337,44,housemaid,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
38338,55,management,married,basic.4y,no,yes,yes,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
38339,56,retired,divorced,basic.4y,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38340,38,blue-collar,married,unknown,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191
38341,47,admin.,married,basic.6y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38342,42,housemaid,married,basic.4y,unknown,yes,no,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
38343,37,blue-collar,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38344,30,technician,divorced,university.degree,no,no,no,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
38345,27,blue-collar,married,basic.9y,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38346,36,blue-collar,married,basic.6y,no,yes,yes,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
38347,30,services,married,high.school,no,no,no,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191
38348,44,services,married,high.school,no,yes,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38349,38,technician,married,professional.course,no,unknown,unknown,2,9,1,success,-2.9,92.201,-31.4,0.821,5076.2
38350,33,technician,single,professional.course,no,yes,no,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38351,49,management,married,university.degree,no,no,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38352,35,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38353,42,admin.,single,university.degree,no,yes,no,2,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6
38354,39,admin.,married,basic.9y,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
38355,50,technician,married,professional.course,no,no,yes,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
38356,38,blue-collar,married,basic.6y,no,yes,no,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8
38357,39,technician,married,basic.6y,no,no,yes,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38358,54,blue-collar,married,high.school,no,no,no,1,999,0,nonexistent,-3,92.713,-33,0.717,5023.5
38359,37,blue-collar,single,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38360,30,admin.,single,university.degree,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8
38361,39,management,divorced,university.degree,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38362,31,blue-collar,divorced,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
38363,33,admin.,married,university.degree,no,yes,no,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
38364,37,blue-collar,married,high.school,no,yes,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38365,39,management,married,university.degree,no,no,no,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8
38366,42,entrepreneur,married,high.school,no,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38367,41,admin.,married,university.degree,no,yes,yes,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
38368,51,technician,married,professional.course,no,yes,yes,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38369,38,admin.,divorced,high.school,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
38370,27,technician,single,professional.course,no,no,no,2,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6
38371,24,student,single,unknown,no,yes,yes,1,10,1,success,-1.1,94.199,-37.5,0.886,4963.6
38372,30,admin.,divorced,high.school,no,yes,no,4,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38373,31,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
38374,50,services,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38375,27,admin.,single,university.degree,unknown,yes,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38376,39,admin.,single,unknown,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191
38377,60,retired,married,basic.4y,unknown,yes,yes,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38378,41,management,married,high.school,no,yes,no,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
38379,39,self-employed,married,university.degree,no,yes,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
38380,45,blue-collar,married,basic.4y,unknown,yes,no,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38381,25,admin.,single,university.degree,no,no,yes,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5
38382,28,blue-collar,single,basic.6y,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
38383,35,technician,single,professional.course,no,no,no,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38384,40,blue-collar,married,high.school,no,no,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38385,25,services,married,high.school,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38386,31,admin.,married,university.degree,no,no,no,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
38387,30,technician,married,university.degree,unknown,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
38388,47,blue-collar,single,unknown,unknown,yes,no,10,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38389,37,services,married,high.school,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
38390,28,management,single,university.degree,no,no,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
38391,45,entrepreneur,married,high.school,no,no,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38392,56,housemaid,divorced,basic.4y,unknown,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38393,33,blue-collar,single,basic.4y,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
38394,31,admin.,single,high.school,no,no,no,1,3,1,success,-1.8,92.893,-46.2,1.27,5099.1
38395,48,admin.,married,university.degree,no,yes,yes,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38396,52,blue-collar,married,basic.9y,unknown,yes,no,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
38397,49,admin.,married,university.degree,unknown,no,no,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38398,48,services,single,high.school,unknown,no,yes,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38399,37,management,married,university.degree,no,yes,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
38400,50,admin.,married,university.degree,unknown,yes,no,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38401,41,blue-collar,married,basic.6y,no,unknown,unknown,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38402,38,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38403,59,management,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
38404,44,blue-collar,married,basic.6y,unknown,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38405,53,blue-collar,married,basic.4y,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
38406,48,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38407,33,admin.,married,high.school,no,yes,no,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191
38408,30,management,single,university.degree,no,no,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
38409,45,blue-collar,divorced,unknown,unknown,yes,no,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
38410,24,technician,single,professional.course,no,no,no,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
38411,31,unemployed,married,high.school,no,no,yes,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8
38412,28,admin.,married,university.degree,no,no,no,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38413,58,self-employed,married,university.degree,no,no,no,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8
38414,49,services,divorced,high.school,unknown,yes,no,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38415,52,retired,married,basic.4y,unknown,yes,yes,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
38416,28,blue-collar,single,basic.9y,no,no,yes,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
38417,41,admin.,married,high.school,no,no,no,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38418,58,blue-collar,divorced,basic.6y,unknown,no,no,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38419,42,unemployed,married,basic.9y,no,no,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38420,55,retired,divorced,high.school,unknown,yes,no,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191
38421,70,blue-collar,married,basic.4y,no,no,yes,1,3,1,success,-1.7,94.055,-39.8,0.732,4991.6
38422,36,blue-collar,married,high.school,unknown,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38423,26,technician,single,professional.course,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
38424,33,self-employed,single,professional.course,no,yes,yes,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5
38425,27,blue-collar,single,basic.9y,unknown,yes,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
38426,31,technician,single,professional.course,no,no,no,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7
38427,35,technician,single,professional.course,unknown,yes,no,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
38428,43,blue-collar,married,basic.4y,unknown,yes,no,13,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38429,57,blue-collar,married,basic.4y,unknown,no,yes,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191
38430,32,unknown,single,basic.9y,no,yes,no,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8
38431,35,blue-collar,married,basic.6y,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
38432,57,retired,married,basic.6y,unknown,no,no,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
38433,28,unemployed,single,high.school,no,no,yes,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1
38434,49,admin.,divorced,basic.6y,no,no,no,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8
38435,30,admin.,single,university.degree,no,yes,no,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
38436,34,admin.,married,university.degree,no,no,no,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
38437,24,technician,single,basic.6y,no,yes,no,9,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
38438,33,admin.,single,high.school,no,no,no,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
38439,43,blue-collar,married,basic.9y,no,yes,no,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38440,43,admin.,married,university.degree,no,yes,no,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
38441,33,admin.,married,university.degree,no,no,no,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191
38442,51,blue-collar,married,basic.6y,no,yes,no,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
38443,60,admin.,married,university.degree,no,yes,yes,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
